submissiondate,starttime,endtime,deviceid,subscriberid,simid,devicephonenum,username,duration,caseid,time,association,vehicle,origin,destination,specify_destination,passengers,registration,instanceid,formdef_version,key,time_interval,date,day of the week,day,month,year,city,specify_origin
"Dec 13, 2020 8:48:14 AM","Dec 13, 2020 7:58:05 AM","Dec 13, 2020 7:58:46 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),41,,"Dec 11, 2020 10:58:00 AM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B215 BEY,uuid:1dcc1904-c41f-4efc-997e-1ddd5097a209,2012091737,uuid:1dcc1904-c41f-4efc-997e-1ddd5097a209,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:14 AM","Dec 13, 2020 7:58:52 AM","Dec 13, 2020 7:59:28 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),36,,"Dec 11, 2020 10:58:00 AM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B770 BKO,uuid:6d3b2281-da60-4da5-8520-2a53aca8954e,2012091737,uuid:6d3b2281-da60-4da5-8520-2a53aca8954e,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:14 AM","Dec 13, 2020 7:59:40 AM","Dec 13, 2020 8:00:22 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),42,,"Dec 11, 2020 10:59:00 AM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B316 BFX,uuid:bada656e-ecb7-4eee-be3a-2e0ee643f495,2012091737,uuid:bada656e-ecb7-4eee-be3a-2e0ee643f495,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:15 AM","Dec 13, 2020 8:00:28 AM","Dec 13, 2020 8:01:18 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),50,,"Dec 11, 2020 10:00:00 AM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B837 AJE,uuid:6d5f3ff2-489c-4756-830d-e50376aafde9,2012091737,uuid:6d5f3ff2-489c-4756-830d-e50376aafde9,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:15 AM","Dec 13, 2020 8:01:21 AM","Dec 13, 2020 8:02:08 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),46,,"Dec 11, 2020 10:01:00 AM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B947 BEF,uuid:b6ecf4ba-478e-4b6c-a7fe-860ccf3df424,2012091737,uuid:b6ecf4ba-478e-4b6c-a7fe-860ccf3df424,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:16 AM","Dec 13, 2020 8:02:10 AM","Dec 13, 2020 8:02:48 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),37,,"Dec 11, 2020 11:02:00 AM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B550 BCO,uuid:2b5f794f-b109-4491-b6b2-4ed92ebf4675,2012091737,uuid:2b5f794f-b109-4491-b6b2-4ed92ebf4675,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:16 AM","Dec 13, 2020 8:02:53 AM","Dec 13, 2020 8:03:42 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),49,,"Dec 11, 2020 11:02:00 AM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B707 AYE,uuid:4c29e2ff-8829-4d82-9e65-7748f5482c60,2012091737,uuid:4c29e2ff-8829-4d82-9e65-7748f5482c60,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:17 AM","Dec 13, 2020 8:03:48 AM","Dec 13, 2020 8:04:27 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),39,,"Dec 11, 2020 11:03:00 AM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B809 AWO,uuid:741f697b-d7ef-46ac-9396-be50dac70af0,2012091737,uuid:741f697b-d7ef-46ac-9396-be50dac70af0,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:17 AM","Dec 13, 2020 8:04:52 AM","Dec 13, 2020 8:05:25 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),33,,"Dec 11, 2020 11:09:00 AM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B671 AXX,uuid:d09b0f07-1d9d-449d-b9e4-41b681a86093,2012091737,uuid:d09b0f07-1d9d-449d-b9e4-41b681a86093,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:18 AM","Dec 13, 2020 8:05:34 AM","Dec 13, 2020 8:06:06 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),32,,"Dec 11, 2020 11:05:00 AM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B680 BIA,uuid:781aa5dd-92fa-4ef8-a13f-8c03aebc4a6a,2012091737,uuid:781aa5dd-92fa-4ef8-a13f-8c03aebc4a6a,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:18 AM","Dec 13, 2020 8:06:14 AM","Dec 13, 2020 8:06:52 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),38,,"Dec 11, 2020 11:06:00 AM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B606 AKT,uuid:fdf6a4ce-036f-462e-8b06-5a9d39912a5d,2012091737,uuid:fdf6a4ce-036f-462e-8b06-5a9d39912a5d,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:18 AM","Dec 13, 2020 8:06:58 AM","Dec 13, 2020 8:07:37 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),39,,"Dec 11, 2020 12:06:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B741 BCV,uuid:7e4f4f57-805f-4f3a-a392-656cda6e0c02,2012091737,uuid:7e4f4f57-805f-4f3a-a392-656cda6e0c02,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:19 AM","Dec 13, 2020 8:09:07 AM","Dec 13, 2020 8:09:55 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),48,,"Dec 11, 2020 12:09:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B224 AGJ,uuid:5dcd1feb-d087-44c8-aac8-334d197578ee,2012091737,uuid:5dcd1feb-d087-44c8-aac8-334d197578ee,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:19 AM","Dec 13, 2020 8:10:03 AM","Dec 13, 2020 8:10:42 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),39,,"Dec 11, 2020 12:10:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B297 AZO,uuid:e3052767-b492-42e7-abb1-a7dcdac739e8,2012091737,uuid:e3052767-b492-42e7-abb1-a7dcdac739e8,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:20 AM","Dec 13, 2020 8:11:01 AM","Dec 13, 2020 8:11:52 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),52,,"Dec 11, 2020 12:11:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B858 BGE,uuid:7d7883c2-0689-420e-9cd9-f484f8d42e5f,2012091737,uuid:7d7883c2-0689-420e-9cd9-f484f8d42e5f,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:20 AM","Dec 13, 2020 8:12:18 AM","Dec 13, 2020 8:13:23 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),65,,"Dec 11, 2020 12:12:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B516 BBK,uuid:de695f9f-83d2-4fbf-8798-d2fdc4689e44,2012091737,uuid:de695f9f-83d2-4fbf-8798-d2fdc4689e44,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:21 AM","Dec 13, 2020 8:13:33 AM","Dec 13, 2020 8:14:23 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),50,,"Dec 11, 2020 12:18:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B802 BHZ,uuid:4e4e67d2-b117-496b-9772-261dfc8bfd21,2012091737,uuid:4e4e67d2-b117-496b-9772-261dfc8bfd21,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:21 AM","Dec 13, 2020 8:14:33 AM","Dec 13, 2020 8:15:06 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),33,,"Dec 11, 2020 12:14:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B533 APG,uuid:3e8094ba-f8ae-4da4-a01f-0145a3aaf9da,2012091737,uuid:3e8094ba-f8ae-4da4-a01f-0145a3aaf9da,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:21 AM","Dec 13, 2020 8:15:32 AM","Dec 13, 2020 8:16:18 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),46,,"Dec 11, 2020 12:15:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B705 AJG,uuid:f1e64726-fa33-485a-a300-ba2484e5204c,2012091737,uuid:f1e64726-fa33-485a-a300-ba2484e5204c,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:22 AM","Dec 13, 2020 8:16:27 AM","Dec 13, 2020 8:17:15 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),48,,"Dec 11, 2020 12:16:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B756 ATB,uuid:aa8533d0-c686-4388-a204-960998bc4b87,2012091737,uuid:aa8533d0-c686-4388-a204-960998bc4b87,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:23 AM","Dec 13, 2020 8:17:31 AM","Dec 13, 2020 8:18:17 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),46,,"Dec 11, 2020 1:17:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B215 BEY,uuid:0a535d29-6101-4665-a1dd-01967e7a2ad2,2012091737,uuid:0a535d29-6101-4665-a1dd-01967e7a2ad2,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:23 AM","Dec 13, 2020 8:18:26 AM","Dec 13, 2020 8:19:02 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),36,,"Dec 11, 2020 1:18:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B770 BKO,uuid:0893d52e-9381-41b9-b5e7-574d061b6986,2012091737,uuid:0893d52e-9381-41b9-b5e7-574d061b6986,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:24 AM","Dec 13, 2020 8:19:12 AM","Dec 13, 2020 8:19:48 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),36,,"Dec 11, 2020 1:19:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B316 BFX,uuid:279e1267-952a-4935-8c72-4ff21f93dc9e,2012091737,uuid:279e1267-952a-4935-8c72-4ff21f93dc9e,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:24 AM","Dec 13, 2020 8:19:56 AM","Dec 13, 2020 8:21:03 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),67,,"Dec 11, 2020 1:19:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B837 AJE,uuid:524ae021-7544-4cd6-a24e-f38031aa8bb2,2012091737,uuid:524ae021-7544-4cd6-a24e-f38031aa8bb2,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:24 AM","Dec 13, 2020 8:21:50 AM","Dec 13, 2020 8:22:32 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),42,,"Dec 11, 2020 1:21:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B947 BEF,uuid:b62cdf9c-d090-4ae7-9967-62ecffc53025,2012091737,uuid:b62cdf9c-d090-4ae7-9967-62ecffc53025,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:25 AM","Dec 13, 2020 8:22:45 AM","Dec 13, 2020 8:23:34 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),49,,"Dec 11, 2020 1:22:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B550 BCO,uuid:fde67c09-d39c-40eb-9125-41c6de5e28c4,2012091737,uuid:fde67c09-d39c-40eb-9125-41c6de5e28c4,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:26 AM","Dec 13, 2020 8:24:14 AM","Dec 13, 2020 8:24:48 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),34,,"Dec 11, 2020 1:24:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B707 AYE,uuid:e3a89563-8ee6-4fea-9d60-ce74cc3f8a21,2012091737,uuid:e3a89563-8ee6-4fea-9d60-ce74cc3f8a21,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:26 AM","Dec 13, 2020 8:24:59 AM","Dec 13, 2020 8:25:33 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),34,,"Dec 11, 2020 1:25:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B809 AWO,uuid:e608fbdf-5cb0-4ed3-8d0b-b0451e894fa0,2012091737,uuid:e608fbdf-5cb0-4ed3-8d0b-b0451e894fa0,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:27 AM","Dec 13, 2020 8:25:44 AM","Dec 13, 2020 8:26:17 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),33,,"Dec 11, 2020 1:25:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B671 AXX,uuid:4cd4e2d5-6a4d-4a57-bd66-8c3502729a22,2012091737,uuid:4cd4e2d5-6a4d-4a57-bd66-8c3502729a22,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:29 AM","Dec 13, 2020 8:26:26 AM","Dec 13, 2020 8:27:21 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),56,,"Dec 11, 2020 2:26:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B680 BIA,uuid:f32dad99-7af1-487a-a793-e4a5b2c6fb7d,2012091737,uuid:f32dad99-7af1-487a-a793-e4a5b2c6fb7d,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:29 AM","Dec 13, 2020 8:27:38 AM","Dec 13, 2020 8:28:15 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),37,,"Dec 11, 2020 2:27:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B741 BCV,uuid:62ecea2f-a470-4295-9cf7-9137d4a2b8e3,2012091737,uuid:62ecea2f-a470-4295-9cf7-9137d4a2b8e3,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:30 AM","Dec 13, 2020 8:28:26 AM","Dec 13, 2020 8:29:11 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),46,,"Dec 11, 2020 2:28:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B606 AKT,uuid:727f84bf-5d92-4132-bfb0-1acb45d9a918,2012091737,uuid:727f84bf-5d92-4132-bfb0-1acb45d9a918,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:30 AM","Dec 13, 2020 8:29:22 AM","Dec 13, 2020 8:30:07 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),45,,"Dec 11, 2020 2:29:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B224 AGJ,uuid:3d7211d7-ee6a-4cb0-bf6a-227edbcfca0c,2012091737,uuid:3d7211d7-ee6a-4cb0-bf6a-227edbcfca0c,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:30 AM","Dec 13, 2020 8:30:15 AM","Dec 13, 2020 8:30:51 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),36,,"Dec 11, 2020 2:30:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B297 AZO,uuid:07c2b0f4-6357-4e13-af75-3fd74cb8ac96,2012091737,uuid:07c2b0f4-6357-4e13-af75-3fd74cb8ac96,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:31 AM","Dec 13, 2020 8:31:10 AM","Dec 13, 2020 8:31:43 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),32,,"Dec 11, 2020 2:31:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B858 BGE,uuid:d08d115d-1596-4414-a68d-8e758dae8d38,2012091737,uuid:d08d115d-1596-4414-a68d-8e758dae8d38,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:31 AM","Dec 13, 2020 8:31:56 AM","Dec 13, 2020 8:32:39 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),42,,"Dec 11, 2020 3:31:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B802  BHZ,uuid:0881611b-59d3-4a75-acf7-a3c315a2ab9a,2012091737,uuid:0881611b-59d3-4a75-acf7-a3c315a2ab9a,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:32 AM","Dec 13, 2020 8:32:51 AM","Dec 13, 2020 8:33:29 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),38,,"Dec 11, 2020 3:32:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B516 BBK,uuid:521a9b69-9e2a-45e7-a1d8-746e67720380,2012091737,uuid:521a9b69-9e2a-45e7-a1d8-746e67720380,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:32 AM","Dec 13, 2020 8:33:41 AM","Dec 13, 2020 8:35:03 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),83,,"Dec 11, 2020 3:35:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B533 APG,uuid:f3656d55-fbe1-401f-af5f-fe9d260871a3,2012091737,uuid:f3656d55-fbe1-401f-af5f-fe9d260871a3,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:33 AM","Dec 13, 2020 8:35:17 AM","Dec 13, 2020 8:36:12 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),55,,"Dec 11, 2020 3:35:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B756 ATB,uuid:ee5ab634-0c3c-4c2f-9807-2996207d73df,2012091737,uuid:ee5ab634-0c3c-4c2f-9807-2996207d73df,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:33 AM","Dec 13, 2020 8:36:22 AM","Dec 13, 2020 8:36:58 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),36,,"Dec 11, 2020 3:36:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B705 AJG,uuid:0587c9f6-64fe-4205-8283-ad3995ef2226,2012091737,uuid:0587c9f6-64fe-4205-8283-ad3995ef2226,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:33 AM","Dec 13, 2020 8:37:07 AM","Dec 13, 2020 8:37:43 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),36,,"Dec 11, 2020 4:37:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B770 BKO,uuid:27b626ea-7c1b-4481-948f-38fabf4b068f,2012091737,uuid:27b626ea-7c1b-4481-948f-38fabf4b068f,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:34 AM","Dec 13, 2020 8:38:06 AM","Dec 13, 2020 8:38:55 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),49,,"Dec 11, 2020 4:38:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B316 BFX,uuid:7eba2044-539d-43ed-ba3b-049cc3d69eef,2012091737,uuid:7eba2044-539d-43ed-ba3b-049cc3d69eef,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:34 AM","Dec 13, 2020 8:39:03 AM","Dec 13, 2020 8:39:39 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),36,,"Dec 11, 2020 4:39:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B947 BEF,uuid:11b5089f-dc1f-4c09-bf81-dac25454a27f,2012091737,uuid:11b5089f-dc1f-4c09-bf81-dac25454a27f,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:34 AM","Dec 13, 2020 8:39:45 AM","Dec 13, 2020 8:40:27 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),42,,"Dec 11, 2020 5:39:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B550 BCO,uuid:728fcf8e-aada-4965-8712-ae9fb04476a3,2012091737,uuid:728fcf8e-aada-4965-8712-ae9fb04476a3,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:35 AM","Dec 13, 2020 8:40:39 AM","Dec 13, 2020 8:41:35 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),56,,"Dec 11, 2020 5:40:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B837 AJE,uuid:628d333d-096d-44da-9876-19568ad130b4,2012091737,uuid:628d333d-096d-44da-9876-19568ad130b4,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:35 AM","Dec 13, 2020 8:41:48 AM","Dec 13, 2020 8:42:35 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),46,,"Dec 11, 2020 5:41:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B707 AYE,uuid:8adc4b63-96af-4d5b-8049-4cf644f9408b,2012091737,uuid:8adc4b63-96af-4d5b-8049-4cf644f9408b,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:36 AM","Dec 13, 2020 8:42:43 AM","Dec 13, 2020 8:43:21 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),38,,"Dec 11, 2020 5:42:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,15.0,B671 AXX,uuid:32755b82-9885-473c-b8fc-13e7df029a8f,2012091737,uuid:32755b82-9885-473c-b8fc-13e7df029a8f,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:36 AM","Dec 13, 2020 8:43:28 AM","Dec 13, 2020 8:44:04 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),36,,"Dec 11, 2020 5:43:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B741 BCV,uuid:0bda35fe-99d4-46ea-8a26-3f89520273aa,2012091737,uuid:0bda35fe-99d4-46ea-8a26-3f89520273aa,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:37 AM","Dec 13, 2020 8:44:13 AM","Dec 13, 2020 8:45:37 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),77,,"Dec 11, 2020 5:44:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B680 BIA,uuid:a780f68b-7472-4e0e-82d5-1b44cf555579,2012091737,uuid:a780f68b-7472-4e0e-82d5-1b44cf555579,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:38 AM","Dec 13, 2020 8:45:43 AM","Dec 13, 2020 8:46:19 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),36,,"Dec 11, 2020 6:45:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B215 BEY,uuid:94f4dfad-c842-46b6-8183-a656fce647bf,2012091737,uuid:94f4dfad-c842-46b6-8183-a656fce647bf,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 13, 2020 8:48:38 AM","Dec 13, 2020 8:46:25 AM","Dec 13, 2020 8:47:05 AM",358982070334096,652010141963460.0,8926701940019634606,,user (not yet authenticated),40,,"Dec 11, 2020 6:46:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone busrank,1,,14.0,B516 BBK,uuid:65f73479-2ae8-4f84-ba63-8ea767c80f6f,2012091737,uuid:65f73479-2ae8-4f84-ba63-8ea767c80f6f,08:45:00,2020-12-13,Sunday,13,December,2020,Gaborone,
"Dec 8, 2020 4:13:39 PM","Dec 8, 2020 4:11:57 PM","Dec 8, 2020 4:13:22 PM",865889035567320,651018705791803.0,89266010700057918033,,user (not yet authenticated),85,,"Dec 8, 2020 4:12:00 PM",Sakoane,Minibus Taxi,Maseru Town Centre,Motimposo,,,RR235,uuid:90449c0e-8830-4155-bc26-f48f630873d0,2012081334,uuid:90449c0e-8830-4155-bc26-f48f630873d0,16:15:00,2020-12-08,Tuesday,8,December,2020,Maseru,
"Dec 8, 2020 4:20:10 PM","Dec 8, 2020 4:18:22 PM","Dec 8, 2020 4:19:59 PM",868364043003467,651021000298225.0,8926602021002982250F,,user (not yet authenticated),97,,"Dec 8, 2020 4:32:00 PM",Justice MRTO,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,4567,uuid:bf252232-9eda-4e1d-8f11-28731a39b8d6,2012081334,uuid:bf252232-9eda-4e1d-8f11-28731a39b8d6,16:15:00,2020-12-08,Tuesday,8,December,2020,Maseru,
"Dec 8, 2020 4:25:11 PM","Dec 8, 2020 4:23:50 PM","Dec 8, 2020 4:24:59 PM",352317103246643,655013701342642.0,89370000000013426417,,user (not yet authenticated),69,,"Dec 8, 2020 4:23:00 PM",Monomela Steering Committee,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,4567,uuid:14fcb8ba-ff01-4399-a989-0d7d5f5b1991,2012081334,uuid:14fcb8ba-ff01-4399-a989-0d7d5f5b1991,16:30:00,2020-12-08,Tuesday,8,December,2020,Maseru,
