submissiondate,starttime,endtime,deviceid,subscriberid,simid,devicephonenum,username,duration,caseid,time,association,vehicle,origin,destination,specify_destination,passengers,registration,instanceid,formdef_version,key,time_interval,date,day of the week,day,month,year
"Dec 11, 2020 4:08:05 PM","Dec 11, 2020 12:32:06 PM","Dec 11, 2020 12:33:12 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),66,,"Dec 11, 2020 11:30:00 AM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,15,B514BIX,uuid:a40ee7fd-0f47-46d4-b6c1-f0899d981a1c,2012091737,uuid:a40ee7fd-0f47-46d4-b6c1-f0899d981a1c,16:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 4:08:05 PM","Dec 11, 2020 12:33:16 PM","Dec 11, 2020 12:34:11 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),55,,"Dec 11, 2020 12:14:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,14,B260AJY,uuid:803c771c-4a17-4a5a-9ffc-8fd9995d5925,2012091737,uuid:803c771c-4a17-4a5a-9ffc-8fd9995d5925,16:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 4:08:06 PM","Dec 11, 2020 12:34:14 PM","Dec 11, 2020 12:35:06 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),52,,"Dec 11, 2020 12:29:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,14,B964BDK,uuid:230126dc-8364-43eb-8015-4cbdd471a2cd,2012091737,uuid:230126dc-8364-43eb-8015-4cbdd471a2cd,16:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 4:08:06 PM","Dec 11, 2020 2:50:20 PM","Dec 11, 2020 2:51:48 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),88,,"Dec 11, 2020 1:02:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,14,B287AFV,uuid:f80d54d0-0499-433e-b9dc-414a03b3b210,2012091737,uuid:f80d54d0-0499-433e-b9dc-414a03b3b210,16:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 4:08:06 PM","Dec 11, 2020 2:51:51 PM","Dec 11, 2020 2:52:43 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),51,,"Dec 11, 2020 1:35:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,14,B801BEU,uuid:9a6d016f-9bee-44d5-9c86-3ee978100920,2012091737,uuid:9a6d016f-9bee-44d5-9c86-3ee978100920,16:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 4:08:07 PM","Dec 11, 2020 2:52:49 PM","Dec 11, 2020 2:53:37 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),49,,"Dec 11, 2020 1:58:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,15,B176BAB,uuid:10c8807d-14bd-47d2-a6a8-02bd3bf80791,2012091737,uuid:10c8807d-14bd-47d2-a6a8-02bd3bf80791,16:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 4:08:08 PM","Dec 11, 2020 2:53:42 PM","Dec 11, 2020 2:56:51 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),70,,"Dec 11, 2020 2:20:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,14,B540AJG,uuid:ac3c7175-5fef-48a5-8b3c-3a1d8265f12e,2012091737,uuid:ac3c7175-5fef-48a5-8b3c-3a1d8265f12e,16:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 4:08:08 PM","Dec 11, 2020 2:56:54 PM","Dec 11, 2020 2:57:44 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),50,,"Dec 11, 2020 2:41:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,14,B702BFH,uuid:7a8ded7a-a1d3-4aab-90f8-803702da14cf,2012091737,uuid:7a8ded7a-a1d3-4aab-90f8-803702da14cf,16:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 4:08:08 PM","Dec 11, 2020 3:54:58 PM","Dec 11, 2020 4:05:46 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),256,,"Dec 11, 2020 3:09:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,15,B652AWE,uuid:4334b18d-20a4-48cb-9d5c-48b6cd135f8c,2012091737,uuid:4334b18d-20a4-48cb-9d5c-48b6cd135f8c,16:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 4:08:09 PM","Dec 11, 2020 3:59:54 PM","Dec 11, 2020 4:06:17 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),164,,"Dec 11, 2020 3:22:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,16,B362AXJ,uuid:5124313b-ec7c-4488-8301-3f2f0193b3de,2012091737,uuid:5124313b-ec7c-4488-8301-3f2f0193b3de,16:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 4:08:09 PM","Dec 11, 2020 4:03:59 PM","Dec 11, 2020 4:05:58 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),64,,"Dec 11, 2020 3:36:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,15,B380AXU,uuid:d53089c1-abcb-42d1-8abe-b3b131b915ba,2012091737,uuid:d53089c1-abcb-42d1-8abe-b3b131b915ba,16:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 4:08:10 PM","Dec 11, 2020 4:06:20 PM","Dec 11, 2020 4:07:24 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),63,,"Dec 11, 2020 3:53:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,14,B532BNI,uuid:ceaf3656-8d57-4ccf-aebc-bc04d81fc369,2012091737,uuid:ceaf3656-8d57-4ccf-aebc-bc04d81fc369,16:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 5:20:37 PM","Dec 11, 2020 5:02:30 PM","Dec 11, 2020 5:03:28 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),58,,"Dec 11, 2020 4:24:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,15,B914BKD,uuid:fad1a6a9-988c-42ec-ae7f-ffa659ade4a3,2012091737,uuid:fad1a6a9-988c-42ec-ae7f-ffa659ade4a3,17:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 5:20:37 PM","Dec 11, 2020 5:03:31 PM","Dec 11, 2020 5:04:28 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),58,,"Dec 11, 2020 4:36:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,15,B891BDY,uuid:6d30b01e-7256-4ed8-8a4a-b38d975b7c56,2012091737,uuid:6d30b01e-7256-4ed8-8a4a-b38d975b7c56,17:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 5:20:38 PM","Dec 11, 2020 5:04:31 PM","Dec 11, 2020 5:05:18 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),47,,"Dec 11, 2020 4:47:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,14,B882BKM,uuid:75519376-c298-44ca-aaab-74c2791475d7,2012091737,uuid:75519376-c298-44ca-aaab-74c2791475d7,17:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 5:20:38 PM","Dec 11, 2020 5:05:25 PM","Dec 11, 2020 5:06:13 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),48,,"Dec 11, 2020 5:00:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,14,B260AJY,uuid:93ad4ef9-f8cc-4ce5-a2ad-0c9c66fc6f29,2012091737,uuid:93ad4ef9-f8cc-4ce5-a2ad-0c9c66fc6f29,17:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 5:20:39 PM","Dec 11, 2020 5:08:29 PM","Dec 11, 2020 5:09:12 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),43,,"Dec 11, 2020 5:07:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,15,B270BDX,uuid:5c432000-5e38-4d88-a6e4-c852b84c3826,2012091737,uuid:5c432000-5e38-4d88-a6e4-c852b84c3826,17:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 5:20:39 PM","Dec 11, 2020 5:14:23 PM","Dec 11, 2020 5:15:18 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),55,,"Dec 11, 2020 5:11:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,14,B176BAB,uuid:36c9ec77-f5a9-4cd2-b233-7d8330db893e,2012091737,uuid:36c9ec77-f5a9-4cd2-b233-7d8330db893e,17:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 5:20:40 PM","Dec 11, 2020 5:19:37 PM","Dec 11, 2020 5:20:17 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),40,,"Dec 11, 2020 5:19:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,14,B964BDK,uuid:fb259cf9-b1ff-4e65-9fc6-fe2a6d094be9,2012091737,uuid:fb259cf9-b1ff-4e65-9fc6-fe2a6d094be9,17:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 6:21:04 PM","Dec 11, 2020 5:39:01 PM","Dec 11, 2020 5:49:47 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),174,,"Dec 11, 2020 5:28:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,14,B123BHP,uuid:023faf81-38ee-46e8-a263-416e2abfb448,2012091737,uuid:023faf81-38ee-46e8-a263-416e2abfb448,18:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 6:21:05 PM","Dec 11, 2020 5:49:51 PM","Dec 11, 2020 5:50:29 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),38,,"Dec 11, 2020 5:37:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,15,B287AFV,uuid:5d97fd40-b64b-407a-8afd-46841af3b22e,2012091737,uuid:5d97fd40-b64b-407a-8afd-46841af3b22e,18:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 6:21:05 PM","Dec 11, 2020 5:53:38 PM","Dec 11, 2020 5:55:19 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),101,,"Dec 11, 2020 5:53:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,15,B652AWE,uuid:9d2a5df9-8d88-434d-81fb-d471e2e8d594,2012091737,uuid:9d2a5df9-8d88-434d-81fb-d471e2e8d594,18:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 6:21:05 PM","Dec 11, 2020 6:03:38 PM","Dec 11, 2020 6:06:32 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),148,,"Dec 11, 2020 5:58:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,14,B609AUO,uuid:5b8b072a-556d-41cc-aa32-7256086f6336,2012091737,uuid:5b8b072a-556d-41cc-aa32-7256086f6336,18:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 6:21:06 PM","Dec 11, 2020 6:07:00 PM","Dec 11, 2020 6:07:56 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),56,,"Dec 11, 2020 6:03:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,14,B702BFH,uuid:2f89395a-0c66-4d9b-9eb9-dd26ee4a0879,2012091737,uuid:2f89395a-0c66-4d9b-9eb9-dd26ee4a0879,18:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 6:21:06 PM","Dec 11, 2020 6:10:30 PM","Dec 11, 2020 6:12:52 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),143,,"Dec 11, 2020 6:09:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,15,B728BGT,uuid:333df0cc-858a-4c6e-b369-70a380d316af,2012091737,uuid:333df0cc-858a-4c6e-b369-70a380d316af,18:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 6:21:07 PM","Dec 11, 2020 6:18:31 PM","Dec 11, 2020 6:20:23 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),112,,"Dec 11, 2020 6:15:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,5,,15,B380AXU,uuid:33781f0d-c8e2-415c-b4c2-53e57fe70d4e,2012091737,uuid:33781f0d-c8e2-415c-b4c2-53e57fe70d4e,18:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 6:44:29 PM","Dec 11, 2020 6:42:39 PM","Dec 11, 2020 6:44:21 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),102,,"Dec 11, 2020 9:00:00 AM",Gaborone Taxi Association,Minibus Taxi,Mogoditshane,4,,14,B702BHK,uuid:c1f40d4b-98ae-42b5-9276-191099148497,2012091737,uuid:c1f40d4b-98ae-42b5-9276-191099148497,18:45:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:42 PM","Dec 11, 2020 12:06:43 PM","Dec 11, 2020 12:07:22 PM",8ecc9e9f337580dd,,,,user,39,,"Dec 11, 2020 12:06:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,14,B983 BDX,uuid:26cf1219-2e79-4569-9a34-5379ad3eaaa4,2012091737,uuid:26cf1219-2e79-4569-9a34-5379ad3eaaa4,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:42 PM","Dec 11, 2020 12:18:07 PM","Dec 11, 2020 12:18:43 PM",8ecc9e9f337580dd,,,,user,36,,"Dec 11, 2020 12:18:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,14,B377 AAC,uuid:fec052d3-7fbe-40cc-82c8-4595642f083f,2012091737,uuid:fec052d3-7fbe-40cc-82c8-4595642f083f,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:43 PM","Dec 11, 2020 12:35:38 PM","Dec 11, 2020 12:36:16 PM",8ecc9e9f337580dd,,,,user,38,,"Dec 11, 2020 12:36:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,15,B351 BBN,uuid:d5e286cf-8fce-4e75-a42c-ca2b450966b7,2012091737,uuid:d5e286cf-8fce-4e75-a42c-ca2b450966b7,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:43 PM","Dec 11, 2020 12:54:01 PM","Dec 11, 2020 12:54:44 PM",8ecc9e9f337580dd,,,,user,42,,"Dec 11, 2020 12:53:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,15,B323 BIZ,uuid:a41ccc05-6406-4f29-9489-d9d31235b78c,2012091737,uuid:a41ccc05-6406-4f29-9489-d9d31235b78c,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:43 PM","Dec 11, 2020 1:10:59 PM","Dec 11, 2020 1:11:43 PM",8ecc9e9f337580dd,,,,user,44,,"Dec 11, 2020 1:10:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,14,B858 BIU,uuid:bfa3271a-8602-418b-9429-0c9198820b4a,2012091737,uuid:bfa3271a-8602-418b-9429-0c9198820b4a,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:44 PM","Dec 11, 2020 1:31:47 PM","Dec 11, 2020 1:33:03 PM",8ecc9e9f337580dd,,,,user,76,,"Dec 11, 2020 1:21:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,14,B115 BBH,uuid:ef4c0a27-79ff-4930-9c10-a2d030b334f5,2012091737,uuid:ef4c0a27-79ff-4930-9c10-a2d030b334f5,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:44 PM","Dec 11, 2020 1:37:49 PM","Dec 11, 2020 1:38:39 PM",8ecc9e9f337580dd,,,,user,50,,"Dec 11, 2020 1:35:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,14,B756 BJX,uuid:c1d62334-bbfa-477f-bd34-267d28c9a6e5,2012091737,uuid:c1d62334-bbfa-477f-bd34-267d28c9a6e5,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:45 PM","Dec 11, 2020 1:52:37 PM","Dec 11, 2020 1:53:09 PM",8ecc9e9f337580dd,,,,user,32,,"Dec 11, 2020 1:52:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,14,B653 BBI,uuid:79d1413b-0712-44fb-9bcd-2f9553f601e9,2012091737,uuid:79d1413b-0712-44fb-9bcd-2f9553f601e9,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:45 PM","Dec 11, 2020 2:07:55 PM","Dec 11, 2020 2:08:49 PM",8ecc9e9f337580dd,,,,user,54,,"Dec 11, 2020 2:03:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,14,B866 BIC,uuid:50912002-f889-4fe5-a6a9-ae8f6dc22dd2,2012091737,uuid:50912002-f889-4fe5-a6a9-ae8f6dc22dd2,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:46 PM","Dec 11, 2020 2:45:57 PM","Dec 11, 2020 2:46:48 PM",8ecc9e9f337580dd,,,,user,51,,"Dec 11, 2020 2:20:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,15,B983 BDX,uuid:bbaa27f0-bbe4-41a4-87e9-48a34291c52e,2012091737,uuid:bbaa27f0-bbe4-41a4-87e9-48a34291c52e,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:46 PM","Dec 11, 2020 2:46:50 PM","Dec 11, 2020 2:47:25 PM",8ecc9e9f337580dd,,,,user,35,,"Dec 11, 2020 2:43:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,15,B377 AAC,uuid:40b6a1e5-346f-47fe-83e9-710dfd7d3378,2012091737,uuid:40b6a1e5-346f-47fe-83e9-710dfd7d3378,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:47 PM","Dec 11, 2020 3:13:09 PM","Dec 11, 2020 3:13:44 PM",8ecc9e9f337580dd,,,,user,35,,"Dec 11, 2020 3:13:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,15,B 351 BBN,uuid:e8eb7b79-14f4-458d-ba7e-be090a473957,2012091737,uuid:e8eb7b79-14f4-458d-ba7e-be090a473957,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:47 PM","Dec 11, 2020 3:35:53 PM","Dec 11, 2020 3:36:34 PM",8ecc9e9f337580dd,,,,user,41,,"Dec 11, 2020 3:35:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,15,B171 ATO,uuid:0c2a4204-1ca5-442c-ba02-b9b26fb27728,2012091737,uuid:0c2a4204-1ca5-442c-ba02-b9b26fb27728,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:47 PM","Dec 11, 2020 3:53:42 PM","Dec 11, 2020 3:55:14 PM",8ecc9e9f337580dd,,,,user,85,,"Dec 11, 2020 3:53:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,15,B323 BIZ,uuid:3a291bf0-305a-40c8-9e53-bf05258b6993,2012091737,uuid:3a291bf0-305a-40c8-9e53-bf05258b6993,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:48 PM","Dec 11, 2020 4:12:38 PM","Dec 11, 2020 4:14:14 PM",8ecc9e9f337580dd,,,,user,95,,"Dec 11, 2020 4:12:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,14,B858 BIU,uuid:c5d75838-61eb-4dab-bcf7-32f8255ea02d,2012091737,uuid:c5d75838-61eb-4dab-bcf7-32f8255ea02d,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:48 PM","Dec 11, 2020 4:38:05 PM","Dec 11, 2020 4:38:52 PM",8ecc9e9f337580dd,,,,user,48,,"Dec 11, 2020 4:30:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,14,B115 BBH,uuid:d496c9b2-46cd-49cd-acaf-1fc66f0561d4,2012091737,uuid:d496c9b2-46cd-49cd-acaf-1fc66f0561d4,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:49 PM","Dec 11, 2020 5:03:17 PM","Dec 11, 2020 5:03:57 PM",8ecc9e9f337580dd,,,,user,40,,"Dec 11, 2020 5:03:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,14,B756 BJX,uuid:38a863c0-8afa-4dfc-9b02-0b4f9352a0f7,2012091737,uuid:38a863c0-8afa-4dfc-9b02-0b4f9352a0f7,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:49 PM","Dec 11, 2020 5:28:23 PM","Dec 11, 2020 5:29:19 PM",8ecc9e9f337580dd,,,,user,56,,"Dec 11, 2020 5:25:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,14,B653 BBI,uuid:c2a31f98-6e8d-491c-ae8f-c3b01e18ee26,2012091737,uuid:c2a31f98-6e8d-491c-ae8f-c3b01e18ee26,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:50 PM","Dec 11, 2020 5:36:34 PM","Dec 11, 2020 5:37:10 PM",8ecc9e9f337580dd,,,,user,36,,"Dec 11, 2020 5:36:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,14,B866 BIC,uuid:a465096a-2d25-452b-8868-c3939840991e,2012091737,uuid:a465096a-2d25-452b-8868-c3939840991e,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:50 PM","Dec 11, 2020 5:56:55 PM","Dec 11, 2020 5:57:32 PM",8ecc9e9f337580dd,,,,user,37,,"Dec 11, 2020 5:56:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,14,B866 BIC,uuid:31a6b030-70e8-4e39-beb0-66f22e99194d,2012091737,uuid:31a6b030-70e8-4e39-beb0-66f22e99194d,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:00:50 PM","Dec 11, 2020 6:21:03 PM","Dec 11, 2020 6:21:42 PM",8ecc9e9f337580dd,,,,user,39,,"Dec 11, 2020 6:28:00 PM",Gaborone Taxi Association,Minibus Taxi,Gaborone bus rank,2,,15,B377 AAC,uuid:f032e0cd-044b-4f1f-8f2a-4b70e2b0a7bc,2012091737,uuid:f032e0cd-044b-4f1f-8f2a-4b70e2b0a7bc,19:00:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:21:19 PM","Dec 11, 2020 6:49:43 PM","Dec 11, 2020 6:50:55 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),72,,"Dec 11, 2020 9:05:00 AM",Gaborone Taxi Association,Minibus Taxi,Mogoditshane,4,,12,B791BHI,uuid:cebca108-9d7f-4765-9ccb-6a85ab4edb63,2012091737,uuid:cebca108-9d7f-4765-9ccb-6a85ab4edb63,19:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:21:19 PM","Dec 11, 2020 6:50:58 PM","Dec 11, 2020 6:52:05 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),67,,"Dec 11, 2020 9:10:00 AM",Gaborone Taxi Association,Minibus Taxi,Mogoditshane,4,,7,B212BDD,uuid:d1cbcf0d-5d37-43b6-8715-e27379ae64e4,2012091737,uuid:d1cbcf0d-5d37-43b6-8715-e27379ae64e4,19:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:21:21 PM","Dec 11, 2020 6:52:10 PM","Dec 11, 2020 6:53:48 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),98,,"Dec 11, 2020 9:15:00 AM",Gaborone Taxi Association,Minibus Taxi,Mogoditshane,4,,5,B135AWZ,uuid:e34fed2b-f3f5-4a8d-a869-16e3492dfdd1,2012091737,uuid:e34fed2b-f3f5-4a8d-a869-16e3492dfdd1,19:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:21:22 PM","Dec 11, 2020 6:53:51 PM","Dec 11, 2020 6:54:54 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),63,,"Dec 11, 2020 9:20:00 AM",Gaborone Taxi Association,Minibus Taxi,Mogoditshane,4,,6,B688BBF,uuid:8e817cd2-7791-4dc3-b79f-db80ef88529e,2012091737,uuid:8e817cd2-7791-4dc3-b79f-db80ef88529e,19:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:21:22 PM","Dec 11, 2020 6:54:59 PM","Dec 11, 2020 6:56:55 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),116,,"Dec 11, 2020 9:25:00 AM",Gaborone Taxi Association,Minibus Taxi,Mogoditshane,4,,7,B406BCS,uuid:cca98e3e-0f1f-4112-bae0-03e5af007bee,2012091737,uuid:cca98e3e-0f1f-4112-bae0-03e5af007bee,19:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:21:22 PM","Dec 11, 2020 6:57:02 PM","Dec 11, 2020 6:58:14 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),72,,"Dec 11, 2020 9:30:00 AM",Gaborone Taxi Association,Minibus Taxi,Mogoditshane,4,,4,B197BBS,uuid:27ba80ba-22e8-4058-bd24-81b929a2d723,2012091737,uuid:27ba80ba-22e8-4058-bd24-81b929a2d723,19:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:21:23 PM","Dec 11, 2020 6:58:18 PM","Dec 11, 2020 6:59:38 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),81,,"Dec 11, 2020 9:35:00 AM",Gaborone Taxi Association,Minibus Taxi,Mogoditshane,4,,4,B389BHP,uuid:332efbd3-d398-45c3-8296-2f8039ad2bc6,2012091737,uuid:332efbd3-d398-45c3-8296-2f8039ad2bc6,19:15:00,2020-12-11,Friday,11,December,2020
"Dec 11, 2020 7:21:24 PM","Dec 11, 2020 6:59:46 PM","Dec 11, 2020 7:03:12 PM",867668043256359,652020109438310.0,8926702091702122555F,26774889285.0,user (not yet authenticated),137,,"Dec 11, 2020 9:35:00 AM",Gaborone Taxi Association,Minibus Taxi,Mogoditshane,4,,6,B389BHP,uuid:7a602291-0d39-4491-aa01-6dc51a4fa996,2012091737,uuid:7a602291-0d39-4491-aa01-6dc51a4fa996,19:15:00,2020-12-11,Friday,11,December,2020
